Gene stable ID	Gene stable ID version	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene % GC content	Gene type
ENSMUSG00000099963	ENSMUSG00000099963.7	predicted gene 28463 [Source:MGI Symbol;Acc:MGI:5579169]	Y	35717131	35720360	Gm28463	40.31	lncRNA
ENSMUSG00000101857	ENSMUSG00000101857.2	predicted gene, 21757 [Source:MGI Symbol;Acc:MGI:5433921]	Y	72461052	72461747	Gm21757	45.40	unprocessed_pseudogene
ENSMUSG00000101836	ENSMUSG00000101836.2	predicted gene 28968 [Source:MGI Symbol;Acc:MGI:5579674]	Y	72646481	72647176	Gm28968	43.53	unprocessed_pseudogene
ENSMUSG00000102008	ENSMUSG00000102008.2	predicted gene 28495 [Source:MGI Symbol;Acc:MGI:5579201]	Y	72683478	72683792	Gm28495	40.32	processed_pseudogene
ENSMUSG00000100263	ENSMUSG00000100263.2	predicted gene 28468 [Source:MGI Symbol;Acc:MGI:5579174]	Y	36017393	36018007	Gm28468	45.20	unprocessed_pseudogene
ENSMUSG00000101425	ENSMUSG00000101425.2	predicted gene 29255 [Source:MGI Symbol;Acc:MGI:5579961]	Y	73436584	73439822	Gm29255	40.10	lncRNA
ENSMUSG00000099822	ENSMUSG00000099822.7	predicted gene 28332 [Source:MGI Symbol;Acc:MGI:5579038]	Y	36228508	36231745	Gm28332	40.27	lncRNA
ENSMUSG00000099547	ENSMUSG00000099547.2	predicted gene 28678 [Source:MGI Symbol;Acc:MGI:5579384]	Y	73618131	73618826	Gm28678	45.11	unprocessed_pseudogene
ENSMUSG00000101781	ENSMUSG00000101781.2	predicted gene 28333 [Source:MGI Symbol;Acc:MGI:5579039]	Y	36263746	36267089	Gm28333	45.16	lncRNA
ENSMUSG00000101271	ENSMUSG00000101271.2	predicted gene 28334 [Source:MGI Symbol;Acc:MGI:5579040]	Y	36268499	36268813	Gm28334	40.32	unprocessed_pseudogene
ENSMUSG00000099504	ENSMUSG00000099504.2	predicted gene 28335 [Source:MGI Symbol;Acc:MGI:5579041]	Y	36305080	36305775	Gm28335	43.53	unprocessed_pseudogene
ENSMUSG00000099782	ENSMUSG00000099782.2	predicted gene, 20903 [Source:MGI Symbol;Acc:MGI:5434259]	Y	73680584	73706755	Gm20903	35.56	protein_coding
ENSMUSG00000101377	ENSMUSG00000101377.2	predicted gene 28336 [Source:MGI Symbol;Acc:MGI:5579042]	Y	36346482	36346928	Gm28336	45.41	lncRNA
ENSMUSG00000101038	ENSMUSG00000101038.2	predicted gene 28272 [Source:MGI Symbol;Acc:MGI:5578978]	Y	73771842	73772537	Gm28272	43.68	unprocessed_pseudogene
ENSMUSG00000101709	ENSMUSG00000101709.2	predicted gene 28337 [Source:MGI Symbol;Acc:MGI:5579043]	Y	36366108	36390780	Gm28337	35.30	unprocessed_pseudogene
ENSMUSG00000100604	ENSMUSG00000100604.2	predicted gene 29256 [Source:MGI Symbol;Acc:MGI:5579962]	Y	73800413	73800724	Gm29256	40.71	processed_pseudogene
ENSMUSG00000099554	ENSMUSG00000099554.2	predicted gene 28259 [Source:MGI Symbol;Acc:MGI:5578965]	Y	73837428	73840664	Gm28259	40.25	lncRNA
ENSMUSG00000099814	ENSMUSG00000099814.7	predicted gene 28338 [Source:MGI Symbol;Acc:MGI:5579044]	Y	36451056	36454295	Gm28338	40.03	lncRNA
ENSMUSG00000101757	ENSMUSG00000101757.2	predicted gene 28273 [Source:MGI Symbol;Acc:MGI:5578979]	Y	73948074	73948768	Gm28273	45.32	unprocessed_pseudogene
ENSMUSG00000101815	ENSMUSG00000101815.2	predicted gene 29028 [Source:MGI Symbol;Acc:MGI:5579734]	Y	36785886	36789232	Gm29028	45.38	lncRNA
ENSMUSG00000101538	ENSMUSG00000101538.2	predicted gene 29029 [Source:MGI Symbol;Acc:MGI:5579735]	Y	36795121	36795816	Gm29029	45.11	unprocessed_pseudogene
ENSMUSG00000100251	ENSMUSG00000100251.2	predicted gene 29615 [Source:MGI Symbol;Acc:MGI:5580321]	Y	74089372	74090068	Gm29615	45.19	unprocessed_pseudogene
ENSMUSG00000100983	ENSMUSG00000100983.2	predicted gene 29030 [Source:MGI Symbol;Acc:MGI:5579736]	Y	36831137	36831751	Gm29030	45.37	unprocessed_pseudogene
ENSMUSG00000101820	ENSMUSG00000101820.2	predicted gene 29023 [Source:MGI Symbol;Acc:MGI:5579729]	Y	36840242	36844291	Gm29023	35.63	lncRNA
ENSMUSG00000099832	ENSMUSG00000099832.2	predicted gene 29025 [Source:MGI Symbol;Acc:MGI:5579731]	Y	36891289	36894627	Gm29025	45.43	lncRNA
ENSMUSG00000101246	ENSMUSG00000101246.2	predicted gene 29026 [Source:MGI Symbol;Acc:MGI:5579732]	Y	36896033	36896347	Gm29026	40.63	unprocessed_pseudogene
ENSMUSG00000101382	ENSMUSG00000101382.2	predicted gene 28213 [Source:MGI Symbol;Acc:MGI:5578919]	Y	37026432	37027046	Gm28213	45.37	unprocessed_pseudogene
ENSMUSG00000099967	ENSMUSG00000099967.2	predicted gene 28212 [Source:MGI Symbol;Acc:MGI:5578918]	Y	37038156	37039696	Gm28212	39.26	lncRNA
ENSMUSG00000100705	ENSMUSG00000100705.2	predicted gene 28227 [Source:MGI Symbol;Acc:MGI:5578933]	Y	37127875	37128570	Gm28227	43.82	unprocessed_pseudogene
ENSMUSG00000101157	ENSMUSG00000101157.2	predicted gene, 20905 [Source:MGI Symbol;Acc:MGI:5434261]	Y	37188765	37214948	Gm20905	35.59	protein_coding
ENSMUSG00000099712	ENSMUSG00000099712.2	predicted gene 29411 [Source:MGI Symbol;Acc:MGI:5580117]	Y	37319397	37320092	Gm29411	45.11	unprocessed_pseudogene
ENSMUSG00000099586	ENSMUSG00000099586.2	predicted gene 28222 [Source:MGI Symbol;Acc:MGI:5578928]	Y	37356291	37356905	Gm28222	45.37	unprocessed_pseudogene
ENSMUSG00000101879	ENSMUSG00000101879.2	predicted gene 28820 [Source:MGI Symbol;Acc:MGI:5579526]	Y	37502673	37505910	Gm28820	40.27	lncRNA
ENSMUSG00000099412	ENSMUSG00000099412.2	predicted gene 28223 [Source:MGI Symbol;Acc:MGI:5578929]	Y	37539682	37539996	Gm28223	40.00	processed_pseudogene
ENSMUSG00000101831	ENSMUSG00000101831.2	predicted gene 29412 [Source:MGI Symbol;Acc:MGI:5580118]	Y	37576237	37576932	Gm29412	43.53	unprocessed_pseudogene
ENSMUSG00000099601	ENSMUSG00000099601.2	predicted gene 29671 [Source:MGI Symbol;Acc:MGI:5580377]	Y	37764182	37767528	Gm29671	45.38	lncRNA
ENSMUSG00000101704	ENSMUSG00000101704.2	predicted gene, 21878 [Source:MGI Symbol;Acc:MGI:5434042]	Y	37773407	37774102	Gm21878	44.97	unprocessed_pseudogene
ENSMUSG00000101349	ENSMUSG00000101349.2	predicted gene 28162 [Source:MGI Symbol;Acc:MGI:5578868]	Y	37810308	37810922	Gm28162	45.04	unprocessed_pseudogene
ENSMUSG00000100140	ENSMUSG00000100140.2	predicted gene 28789 [Source:MGI Symbol;Acc:MGI:5579495]	Y	75145003	75148242	Gm28789	40.09	lncRNA
ENSMUSG00000094575	ENSMUSG00000094575.3	predicted gene, 20738 [Source:MGI Symbol;Acc:MGI:5434094]	Y	37913156	37915490	Gm20738	39.70	protein_coding
ENSMUSG00000101146	ENSMUSG00000101146.2	predicted gene, 20814 [Source:MGI Symbol;Acc:MGI:5434170]	Y	75207125	75233327	Gm20814	35.54	protein_coding
ENSMUSG00000099499	ENSMUSG00000099499.2	predicted gene 28787 [Source:MGI Symbol;Acc:MGI:5579493]	Y	75293574	75294269	Gm28787	43.82	unprocessed_pseudogene
ENSMUSG00000101213	ENSMUSG00000101213.2	predicted gene 28788 [Source:MGI Symbol;Acc:MGI:5579494]	Y	75330518	75330892	Gm28788	40.27	processed_pseudogene
ENSMUSG00000100952	ENSMUSG00000100952.2	predicted gene 28545 [Source:MGI Symbol;Acc:MGI:5579251]	Y	38022387	38025625	Gm28545	40.17	lncRNA
ENSMUSG00000099730	ENSMUSG00000099730.2	predicted gene 28547 [Source:MGI Symbol;Acc:MGI:5579253]	Y	38057568	38060910	Gm28547	45.29	lncRNA
ENSMUSG00000099896	ENSMUSG00000099896.2	predicted gene 29278 [Source:MGI Symbol;Acc:MGI:5579984]	Y	75367611	75370847	Gm29278	40.35	lncRNA
ENSMUSG00000101873	ENSMUSG00000101873.2	predicted gene 28546 [Source:MGI Symbol;Acc:MGI:5579252]	Y	38098866	38099480	Gm28546	45.37	unprocessed_pseudogene
ENSMUSG00000100260	ENSMUSG00000100260.2	predicted gene 28608 [Source:MGI Symbol;Acc:MGI:5579314]	Y	75580166	75580780	Gm28608	45.20	unprocessed_pseudogene
ENSMUSG00000100675	ENSMUSG00000100675.2	predicted gene 28607 [Source:MGI Symbol;Acc:MGI:5579313]	Y	75616961	75617299	Gm28607	43.36	unprocessed_pseudogene
ENSMUSG00000099807	ENSMUSG00000099807.2	predicted gene 28771 [Source:MGI Symbol;Acc:MGI:5579477]	Y	38295430	38298668	Gm28771	40.20	lncRNA
ENSMUSG00000101435	ENSMUSG00000101435.2	predicted gene 28772 [Source:MGI Symbol;Acc:MGI:5579478]	Y	38331844	38335184	Gm28772	45.47	lncRNA
ENSMUSG00000100544	ENSMUSG00000100544.2	predicted gene 28606 [Source:MGI Symbol;Acc:MGI:5579312]	Y	75664495	75667734	Gm28606	40.09	lncRNA
ENSMUSG00000100883	ENSMUSG00000100883.2	predicted gene 28773 [Source:MGI Symbol;Acc:MGI:5579479]	Y	38369983	38370678	Gm28773	43.82	unprocessed_pseudogene
ENSMUSG00000100902	ENSMUSG00000100902.2	predicted gene, 20850 [Source:MGI Symbol;Acc:MGI:5434206]	Y	75726591	75752818	Gm20850	35.53	protein_coding
ENSMUSG00000100892	ENSMUSG00000100892.2	predicted gene, 20897 [Source:MGI Symbol;Acc:MGI:5434253]	Y	38431406	38457583	Gm20897	35.58	protein_coding
ENSMUSG00000100673	ENSMUSG00000100673.2	predicted gene 29574 [Source:MGI Symbol;Acc:MGI:5580280]	Y	75813201	75813896	Gm29574	43.68	unprocessed_pseudogene
ENSMUSG00000101050	ENSMUSG00000101050.2	predicted gene 28774 [Source:MGI Symbol;Acc:MGI:5579480]	Y	38516408	38519645	Gm28774	40.24	lncRNA
ENSMUSG00000102025	ENSMUSG00000102025.2	predicted gene 29575 [Source:MGI Symbol;Acc:MGI:5580281]	Y	75850183	75850497	Gm29575	40.63	processed_pseudogene
ENSMUSG00000099793	ENSMUSG00000099793.2	predicted gene 28775 [Source:MGI Symbol;Acc:MGI:5579481]	Y	38551562	38554905	Gm28775	45.28	lncRNA
ENSMUSG00000100699	ENSMUSG00000100699.2	predicted gene, 21765 [Source:MGI Symbol;Acc:MGI:5433929]	Y	38561027	38561722	Gm21765	45.26	unprocessed_pseudogene
ENSMUSG00000099351	ENSMUSG00000099351.2	predicted gene 28776 [Source:MGI Symbol;Acc:MGI:5579482]	Y	38599181	38599795	Gm28776	45.37	unprocessed_pseudogene
ENSMUSG00000101771	ENSMUSG00000101771.7	predicted gene 28176 [Source:MGI Symbol;Acc:MGI:5578882]	Y	38827980	38830343	Gm28176	40.65	lncRNA
ENSMUSG00000100719	ENSMUSG00000100719.2	predicted gene 28786 [Source:MGI Symbol;Acc:MGI:5579492]	Y	38852738	38853263	Gm28786	50.76	lncRNA
ENSMUSG00000101740	ENSMUSG00000101740.7	predicted gene 29360 [Source:MGI Symbol;Acc:MGI:5580066]	Y	38890449	38892728	Gm29360	41.32	lncRNA
ENSMUSG00000100050	ENSMUSG00000100050.2	predicted gene 28121 [Source:MGI Symbol;Acc:MGI:5578827]	Y	76653539	76653877	Gm28121	42.77	unprocessed_pseudogene
ENSMUSG00000100588	ENSMUSG00000100588.2	predicted gene 29497 [Source:MGI Symbol;Acc:MGI:5580203]	Y	39114193	39117425	Gm29497	40.49	lncRNA
ENSMUSG00000102050	ENSMUSG00000102050.2	predicted gene 29499 [Source:MGI Symbol;Acc:MGI:5580205]	Y	39299890	39300375	Gm29499	43.00	unprocessed_pseudogene
ENSMUSG00000101238	ENSMUSG00000101238.2	predicted gene 28123 [Source:MGI Symbol;Acc:MGI:5578829]	Y	76860450	76861145	Gm28123	43.39	unprocessed_pseudogene
ENSMUSG00000100406	ENSMUSG00000100406.2	predicted gene 28120 [Source:MGI Symbol;Acc:MGI:5578826]	Y	76897545	76897859	Gm28120	40.32	processed_pseudogene
ENSMUSG00000099526	ENSMUSG00000099526.2	predicted gene 29313 [Source:MGI Symbol;Acc:MGI:5580019]	Y	76934608	76937847	Gm29313	40.28	lncRNA
ENSMUSG00000101040	ENSMUSG00000101040.7	predicted gene 29498 [Source:MGI Symbol;Acc:MGI:5580204]	Y	39367166	39369445	Gm29498	41.18	lncRNA
ENSMUSG00000101272	ENSMUSG00000101272.2	predicted gene, 36782 [Source:MGI Symbol;Acc:MGI:5595941]	Y	39406588	39407085	Gm36782	50.00	lncRNA
ENSMUSG00000101633	ENSMUSG00000101633.2	predicted gene, 29839 [Source:MGI Symbol;Acc:MGI:5588998]	Y	39459472	39459969	Gm29839	50.00	lncRNA
ENSMUSG00000101283	ENSMUSG00000101283.2	predicted gene 29314 [Source:MGI Symbol;Acc:MGI:5580020]	Y	77189641	77190255	Gm29314	45.37	unprocessed_pseudogene
ENSMUSG00000100907	ENSMUSG00000100907.2	predicted gene 29310 [Source:MGI Symbol;Acc:MGI:5580016]	Y	77226496	77227191	Gm29310	44.83	unprocessed_pseudogene
ENSMUSG00000101960	ENSMUSG00000101960.2	predicted gene 29311 [Source:MGI Symbol;Acc:MGI:5580017]	Y	77268515	77271301	Gm29311	40.65	lncRNA
ENSMUSG00000101917	ENSMUSG00000101917.2	predicted gene 29312 [Source:MGI Symbol;Acc:MGI:5580018]	Y	77417625	77418320	Gm29312	43.53	unprocessed_pseudogene
ENSMUSG00000101205	ENSMUSG00000101205.2	predicted gene 29308 [Source:MGI Symbol;Acc:MGI:5580014]	Y	77454469	77454783	Gm29308	40.32	processed_pseudogene
ENSMUSG00000100526	ENSMUSG00000100526.2	predicted gene 29309 [Source:MGI Symbol;Acc:MGI:5580015]	Y	77456192	77459535	Gm29309	45.54	lncRNA
ENSMUSG00000101785	ENSMUSG00000101785.2	predicted gene 28702 [Source:MGI Symbol;Acc:MGI:5579408]	Y	77488086	77493212	Gm28702	40.67	lncRNA
ENSMUSG00000100149	ENSMUSG00000100149.2	predicted gene 28701 [Source:MGI Symbol;Acc:MGI:5579407]	Y	77490182	77492406	Gm28701	40.49	lncRNA
ENSMUSG00000099953	ENSMUSG00000099953.2	predicted gene 28699 [Source:MGI Symbol;Acc:MGI:5579405]	Y	77578588	77579283	Gm28699	43.53	unprocessed_pseudogene
ENSMUSG00000102032	ENSMUSG00000102032.2	predicted gene 28705 [Source:MGI Symbol;Acc:MGI:5579411]	Y	77615500	77615814	Gm28705	40.00	processed_pseudogene
ENSMUSG00000100823	ENSMUSG00000100823.2	predicted gene 28704 [Source:MGI Symbol;Acc:MGI:5579410]	Y	77617224	77620570	Gm28704	45.38	lncRNA
ENSMUSG00000099416	ENSMUSG00000099416.2	predicted gene 28540 [Source:MGI Symbol;Acc:MGI:5579246]	Y	77654946	77658183	Gm28540	40.36	lncRNA
ENSMUSG00000099606	ENSMUSG00000099606.2	predicted gene 28537 [Source:MGI Symbol;Acc:MGI:5579243]	Y	77828310	77828624	Gm28537	40.63	processed_pseudogene
ENSMUSG00000100063	ENSMUSG00000100063.2	predicted gene 28538 [Source:MGI Symbol;Acc:MGI:5579244]	Y	77830030	77833373	Gm28538	45.42	lncRNA
ENSMUSG00000100722	ENSMUSG00000100722.2	predicted gene 29569 [Source:MGI Symbol;Acc:MGI:5580275]	Y	77865363	77868601	Gm29569	40.20	lncRNA
ENSMUSG00000096898	ENSMUSG00000096898.3	predicted gene, 20867 [Source:MGI Symbol;Acc:MGI:5434223]	Y	77972142	77974473	Gm20867	39.75	protein_coding
ENSMUSG00000100366	ENSMUSG00000100366.2	predicted gene 29568 [Source:MGI Symbol;Acc:MGI:5580274]	Y	78063273	78064814	Gm29568	38.85	lncRNA
ENSMUSG00000100888	ENSMUSG00000100888.2	predicted gene 29567 [Source:MGI Symbol;Acc:MGI:5580273]	Y	78075953	78076567	Gm29567	44.88	unprocessed_pseudogene
ENSMUSG00000100433	ENSMUSG00000100433.2	predicted gene, 21198 [Source:MGI Symbol;Acc:MGI:5434553]	Y	78112774	78113469	Gm21198	45.11	unprocessed_pseudogene
ENSMUSG00000102111	ENSMUSG00000102111.2	predicted gene 29566 [Source:MGI Symbol;Acc:MGI:5580272]	Y	78158357	78168774	Gm29566	39.39	lncRNA
ENSMUSG00000101060	ENSMUSG00000101060.2	predicted gene 29565 [Source:MGI Symbol;Acc:MGI:5580271]	Y	78162121	78165360	Gm29565	40.09	lncRNA
ENSMUSG00000099497	ENSMUSG00000099497.2	predicted gene 29147 [Source:MGI Symbol;Acc:MGI:5579853]	Y	78334835	78335149	Gm29147	40.63	unprocessed_pseudogene
ENSMUSG00000099479	ENSMUSG00000099479.2	predicted gene 29146 [Source:MGI Symbol;Acc:MGI:5579852]	Y	78336563	78339904	Gm29146	45.45	lncRNA
ENSMUSG00000101115	ENSMUSG00000101115.2	predicted gene 28664 [Source:MGI Symbol;Acc:MGI:5579370]	Y	78368078	78378548	Gm28664	39.70	lncRNA
ENSMUSG00000100849	ENSMUSG00000100849.2	predicted gene 28663 [Source:MGI Symbol;Acc:MGI:5579369]	Y	78371897	78375134	Gm28663	40.24	lncRNA
ENSMUSG00000099742	ENSMUSG00000099742.2	predicted gene 29148 [Source:MGI Symbol;Acc:MGI:5579854]	Y	78557175	78557510	Gm29148	41.07	processed_pseudogene
ENSMUSG00000100999	ENSMUSG00000100999.2	predicted gene 29145 [Source:MGI Symbol;Acc:MGI:5579851]	Y	78584670	78585125	Gm29145	45.39	unprocessed_pseudogene
ENSMUSG00000101321	ENSMUSG00000101321.2	predicted gene 28817 [Source:MGI Symbol;Acc:MGI:5579523]	Y	78643795	78668759	Gm28817	41.87	lncRNA
ENSMUSG00000100328	ENSMUSG00000100328.7	predicted gene 28816 [Source:MGI Symbol;Acc:MGI:5579522]	Y	78662528	78665322	Gm28816	40.29	lncRNA
ENSMUSG00000094739	ENSMUSG00000094739.3	predicted gene, 20806 [Source:MGI Symbol;Acc:MGI:5434162]	Y	78846990	78849325	Gm20806	40.15	protein_coding
ENSMUSG00000102071	ENSMUSG00000102071.2	predicted gene 28815 [Source:MGI Symbol;Acc:MGI:5579521]	Y	78876751	78877365	Gm28815	45.04	unprocessed_pseudogene
ENSMUSG00000101804	ENSMUSG00000101804.2	predicted gene 28813 [Source:MGI Symbol;Acc:MGI:5579519]	Y	78939065	78942302	Gm28813	39.93	lncRNA
ENSMUSG00000099849	ENSMUSG00000099849.2	predicted gene 29274 [Source:MGI Symbol;Acc:MGI:5579980]	Y	42414903	42418140	Gm29274	40.33	lncRNA
ENSMUSG00000100822	ENSMUSG00000100822.2	predicted gene 29275 [Source:MGI Symbol;Acc:MGI:5579981]	Y	42442989	42446223	Gm29275	40.28	lncRNA
ENSMUSG00000101471	ENSMUSG00000101471.2	predicted gene 29276 [Source:MGI Symbol;Acc:MGI:5579982]	Y	42505428	42537595	Gm29276	36.71	protein_coding
ENSMUSG00000101455	ENSMUSG00000101455.2	predicted gene, 21805 [Source:MGI Symbol;Acc:MGI:5433969]	Y	42690697	42691392	Gm21805	45.11	unprocessed_pseudogene
ENSMUSG00000099700	ENSMUSG00000099700.2	predicted gene 29645 [Source:MGI Symbol;Acc:MGI:5580351]	Y	42726150	42726677	Gm29645	50.95	lncRNA
ENSMUSG00000101811	ENSMUSG00000101811.2	predicted gene 28312 [Source:MGI Symbol;Acc:MGI:5579018]	Y	42788498	42789025	Gm28312	50.95	lncRNA
ENSMUSG00000101247	ENSMUSG00000101247.2	predicted gene 29042 [Source:MGI Symbol;Acc:MGI:5579748]	Y	42930494	42930940	Gm29042	45.64	lncRNA
ENSMUSG00000100610	ENSMUSG00000100610.2	predicted gene 29031 [Source:MGI Symbol;Acc:MGI:5579737]	Y	79705984	79706597	Gm29031	44.79	unprocessed_pseudogene
ENSMUSG00000099408	ENSMUSG00000099408.2	predicted gene 28311 [Source:MGI Symbol;Acc:MGI:5579017]	Y	43002855	43006089	Gm28311	40.19	lncRNA
ENSMUSG00000101197	ENSMUSG00000101197.2	predicted gene 29032 [Source:MGI Symbol;Acc:MGI:5579738]	Y	79742790	79743486	Gm29032	45.34	unprocessed_pseudogene
ENSMUSG00000101207	ENSMUSG00000101207.2	predicted gene 28310 [Source:MGI Symbol;Acc:MGI:5579016]	Y	43031744	43034976	Gm28310	40.36	lncRNA
ENSMUSG00000102016	ENSMUSG00000102016.7	predicted gene 29606 [Source:MGI Symbol;Acc:MGI:5580312]	Y	79784719	79787514	Gm29606	40.27	lncRNA
ENSMUSG00000100051	ENSMUSG00000100051.2	predicted gene 28568 [Source:MGI Symbol;Acc:MGI:5579274]	Y	43406479	43409712	Gm28568	40.51	lncRNA
ENSMUSG00000101733	ENSMUSG00000101733.2	predicted gene 29189 [Source:MGI Symbol;Acc:MGI:5579895]	Y	79996888	79997502	Gm29189	45.04	unprocessed_pseudogene
ENSMUSG00000099977	ENSMUSG00000099977.7	predicted gene 29286 [Source:MGI Symbol;Acc:MGI:5579992]	Y	43758445	43760724	Gm29286	41.23	lncRNA
ENSMUSG00000099415	ENSMUSG00000099415.2	predicted gene 29285 [Source:MGI Symbol;Acc:MGI:5579991]	Y	43797976	43798503	Gm29285	50.57	lncRNA
ENSMUSG00000100953	ENSMUSG00000100953.7	predicted gene 28280 [Source:MGI Symbol;Acc:MGI:5578986]	Y	43820606	43822969	Gm28280	40.78	lncRNA
ENSMUSG00000099734	ENSMUSG00000099734.2	predicted gene 28159 [Source:MGI Symbol;Acc:MGI:5578865]	Y	80231342	80232037	Gm28159	43.39	unprocessed_pseudogene
ENSMUSG00000100693	ENSMUSG00000100693.2	predicted gene 28278 [Source:MGI Symbol;Acc:MGI:5578984]	Y	44109952	44113186	Gm28278	40.15	lncRNA
ENSMUSG00000100723	ENSMUSG00000100723.2	predicted gene 28160 [Source:MGI Symbol;Acc:MGI:5578866]	Y	80250712	80251026	Gm28160	40.63	unprocessed_pseudogene
ENSMUSG00000101981	ENSMUSG00000101981.2	predicted gene 28157 [Source:MGI Symbol;Acc:MGI:5578863]	Y	80252441	80255782	Gm28157	45.42	lncRNA
ENSMUSG00000099805	ENSMUSG00000099805.2	predicted gene 28161 [Source:MGI Symbol;Acc:MGI:5578867]	Y	80504296	80504909	Gm28161	44.79	unprocessed_pseudogene
ENSMUSG00000101070	ENSMUSG00000101070.2	predicted gene 28695 [Source:MGI Symbol;Acc:MGI:5579401]	Y	80541092	80541788	Gm28695	45.34	unprocessed_pseudogene
ENSMUSG00000100286	ENSMUSG00000100286.2	predicted gene 28696 [Source:MGI Symbol;Acc:MGI:5579402]	Y	80547675	80551023	Gm28696	45.48	lncRNA
ENSMUSG00000102081	ENSMUSG00000102081.2	predicted gene 28886 [Source:MGI Symbol;Acc:MGI:5579592]	Y	44303647	44304174	Gm28886	50.95	lncRNA
ENSMUSG00000099679	ENSMUSG00000099679.2	predicted gene 28899 [Source:MGI Symbol;Acc:MGI:5579605]	Y	80797230	80797844	Gm28899	45.20	unprocessed_pseudogene
ENSMUSG00000102031	ENSMUSG00000102031.7	predicted gene 29426 [Source:MGI Symbol;Acc:MGI:5580132]	Y	44341258	44343536	Gm29426	41.20	lncRNA
ENSMUSG00000100408	ENSMUSG00000100408.2	predicted gene 28885 [Source:MGI Symbol;Acc:MGI:5579591]	Y	44409592	44410154	Gm28885	42.98	processed_pseudogene
ENSMUSG00000102116	ENSMUSG00000102116.2	predicted gene 28887 [Source:MGI Symbol;Acc:MGI:5579593]	Y	44773755	44782728	Gm28887	39.00	lncRNA
ENSMUSG00000101637	ENSMUSG00000101637.2	predicted gene 28896 [Source:MGI Symbol;Acc:MGI:5579602]	Y	81024661	81025356	Gm28896	43.53	unprocessed_pseudogene
ENSMUSG00000101649	ENSMUSG00000101649.2	predicted gene 29444 [Source:MGI Symbol;Acc:MGI:5580150]	Y	44776352	44779241	Gm29444	40.28	lncRNA
ENSMUSG00000095353	ENSMUSG00000095353.3	predicted gene, 21783 [Source:MGI Symbol;Acc:MGI:5433947]	Y	44935913	44936608	Gm21783	45.11	unprocessed_pseudogene
ENSMUSG00000100469	ENSMUSG00000100469.2	predicted gene 28895 [Source:MGI Symbol;Acc:MGI:5579601]	Y	81296249	81296944	Gm28895	45.55	unprocessed_pseudogene
ENSMUSG00000100821	ENSMUSG00000100821.2	predicted gene 28894 [Source:MGI Symbol;Acc:MGI:5579600]	Y	81325768	81326382	Gm28894	45.20	unprocessed_pseudogene
ENSMUSG00000101058	ENSMUSG00000101058.2	predicted gene, 21829 [Source:MGI Symbol;Acc:MGI:5433993]	Y	81362608	81363303	Gm21829	44.97	unprocessed_pseudogene
ENSMUSG00000099790	ENSMUSG00000099790.2	predicted gene 28457 [Source:MGI Symbol;Acc:MGI:5579163]	Y	45181085	45184316	Gm28457	40.38	lncRNA
ENSMUSG00000100187	ENSMUSG00000100187.2	predicted gene 29324 [Source:MGI Symbol;Acc:MGI:5580030]	Y	81407170	81410407	Gm29324	39.84	lncRNA
ENSMUSG00000101962	ENSMUSG00000101962.2	predicted gene 28741 [Source:MGI Symbol;Acc:MGI:5579447]	Y	81630241	81633478	Gm28741	40.21	lncRNA
ENSMUSG00000100598	ENSMUSG00000100598.2	predicted gene 28742 [Source:MGI Symbol;Acc:MGI:5579448]	Y	81843048	81843662	Gm28742	45.37	unprocessed_pseudogene
ENSMUSG00000100011	ENSMUSG00000100011.2	predicted gene 28458 [Source:MGI Symbol;Acc:MGI:5579164]	Y	45404305	45407537	Gm28458	40.61	lncRNA
ENSMUSG00000100879	ENSMUSG00000100879.2	predicted gene 28743 [Source:MGI Symbol;Acc:MGI:5579449]	Y	81886681	81890029	Gm28743	45.27	lncRNA
ENSMUSG00000101675	ENSMUSG00000101675.2	predicted gene 28461 [Source:MGI Symbol;Acc:MGI:5579167]	Y	45744076	45744603	Gm28461	50.95	lncRNA
ENSMUSG00000099480	ENSMUSG00000099480.2	predicted gene 28124 [Source:MGI Symbol;Acc:MGI:5578830]	Y	81921959	81925197	Gm28124	39.95	lncRNA
ENSMUSG00000100499	ENSMUSG00000100499.7	predicted gene 28460 [Source:MGI Symbol;Acc:MGI:5579166]	Y	45767025	45769385	Gm28460	41.04	lncRNA
ENSMUSG00000100298	ENSMUSG00000100298.2	predicted gene 28126 [Source:MGI Symbol;Acc:MGI:5578832]	Y	82121972	82123514	Gm28126	38.89	lncRNA
ENSMUSG00000100256	ENSMUSG00000100256.2	predicted gene 28851 [Source:MGI Symbol;Acc:MGI:5579557]	Y	45806463	45806990	Gm28851	50.95	lncRNA
ENSMUSG00000101201	ENSMUSG00000101201.2	predicted gene 28125 [Source:MGI Symbol;Acc:MGI:5578831]	Y	82137211	82137825	Gm28125	45.20	unprocessed_pseudogene
ENSMUSG00000101003	ENSMUSG00000101003.7	predicted gene 28456 [Source:MGI Symbol;Acc:MGI:5579162]	Y	45829380	45831743	Gm28456	40.78	lncRNA
